9,1,8
13,15,5
4,15,8
11,3,3
12,12,3
14,6,4
16,13,11
12,17,9
7,16,6
7,7,16
10,7,2
14,13,6
14,3,6
10,3,4
12,11,17
16,13,14
7,13,5
3,10,15
8,15,16
6,16,12
4,10,4
13,14,15
5,14,6
4,5,14
13,6,17
3,14,11
13,10,3
12,14,15
15,6,12
12,14,6
3,14,6
9,14,15
2,9,8
4,12,5
14,8,3
12,18,9
8,7,18
2,13,9
3,7,10
5,8,3
14,12,17
10,3,6
13,4,7
17,13,11
12,7,16
12,11,18
2,13,10
13,15,10
9,11,17
8,13,2
9,17,4
8,10,16
7,14,16
16,7,7
6,16,8
9,17,13
16,6,11
11,12,16
2,6,8
4,8,7
15,8,3
5,4,6
1,11,8
7,9,17
7,17,12
14,5,5
7,17,7
8,14,3
7,16,9
16,8,9
9,1,12
18,11,7
9,18,12
9,17,8
6,14,15
3,8,5
16,7,15
4,9,4
13,17,8
5,5,5
15,17,9
12,7,3
7,2,12
14,13,15
8,7,3
11,8,16
12,5,15
3,14,8
5,4,7
4,11,13
18,12,8
12,16,9
2,15,10
16,4,11
7,4,14
13,12,4
4,12,14
6,4,4
7,1,7
15,14,5
2,14,8
3,7,14
16,8,13
6,6,3
3,12,14
16,12,6
11,10,17
10,4,4
15,14,9
16,12,4
3,6,12
2,12,11
11,10,2
9,4,7
16,12,7
3,7,8
5,14,8
14,16,11
7,4,4
14,8,14
8,10,1
13,16,5
8,2,13
11,4,3
14,11,15
4,13,14
13,14,16
5,5,16
16,11,7
13,5,7
16,9,3
2,12,5
9,5,14
9,8,3
15,5,8
10,2,8
12,11,16
9,2,13
3,6,8
16,9,5
13,4,6
12,15,12
11,17,12
12,5,4
13,15,15
14,15,14
10,1,13
14,11,4
6,5,17
8,11,16
8,6,16
8,3,5
3,14,10
4,6,16
2,6,7
7,6,1
9,7,3
9,9,17
9,2,14
13,8,2
17,6,8
5,13,5
16,6,14
3,10,4
2,9,11
14,9,1
13,3,10
13,15,13
3,14,12
14,16,10
14,6,15
17,8,10
11,1,12
6,9,4
18,10,7
2,11,6
16,8,5
10,3,15
15,8,15
6,8,2
11,16,16
3,8,11
1,9,11
11,14,3
11,17,8
13,14,4
16,9,9
14,15,6
6,5,6
10,18,10
16,7,10
10,4,16
7,5,16
15,10,16
3,7,11
16,10,15
14,7,2
10,6,2
10,15,7
2,9,4
4,14,9
3,13,9
5,8,17
12,12,15
13,15,8
8,12,16
17,10,9
6,6,4
13,5,5
12,7,2
5,15,10
11,2,8
6,18,11
4,6,5
8,16,14
7,18,11
4,7,3
17,5,9
9,2,9
17,11,13
4,13,8
18,8,10
7,15,15
12,17,10
8,2,11
6,12,6
15,15,5
9,16,4
17,9,4
15,5,13
8,9,18
12,15,4
12,1,9
8,5,5
9,2,6
13,5,6
15,13,15
11,4,4
12,3,4
15,11,17
9,4,4
4,7,13
6,4,5
4,14,11
12,11,3
1,8,12
18,7,10
3,14,7
7,3,13
14,5,16
15,3,11
4,7,16
5,4,8
5,4,12
16,6,8
11,11,4
15,3,9
2,14,10
5,16,12
5,7,3
5,14,4
13,4,10
10,11,17
5,8,4
5,13,4
10,7,17
11,17,11
14,10,3
11,17,6
15,12,6
8,1,10
11,3,12
13,4,15
14,15,10
8,2,6
2,9,9
7,17,11
3,13,13
16,13,6
15,6,14
6,6,16
11,18,7
17,9,7
11,14,2
2,11,11
9,6,1
9,7,17
4,9,3
10,14,17
17,7,15
2,6,9
12,8,16
11,4,14
6,14,7
14,2,7
11,17,5
9,2,15
9,14,4
13,10,2
6,3,6
15,5,9
16,10,5
8,10,17
14,4,8
11,16,9
14,12,15
7,8,3
4,16,9
7,6,4
9,14,14
8,5,16
10,15,9
11,5,4
11,5,16
15,14,6
6,7,3
3,10,14
9,14,18
15,16,10
14,15,7
8,2,10
11,15,6
13,15,11
4,14,7
10,8,17
5,15,12
8,5,2
12,5,2
10,11,2
14,8,16
13,11,17
15,4,14
8,9,2
4,5,8
12,10,16
4,15,6
3,6,9
4,4,11
15,8,4
16,8,14
11,5,14
9,16,15
7,5,14
10,2,11
7,17,9
4,6,14
14,11,16
8,12,17
10,2,13
5,10,3
18,12,9
9,3,14
14,3,8
13,4,9
16,14,13
17,7,10
9,13,17
16,4,12
16,10,14
5,10,4
12,3,15
7,15,16
7,2,9
9,16,11
14,13,13
8,5,17
13,16,11
13,15,6
8,2,12
12,8,4
8,8,17
6,9,15
9,18,11
7,11,17
9,12,1
5,17,10
8,18,7
14,14,7
12,10,2
3,14,9
9,4,12
5,11,4
13,11,4
13,9,15
8,3,11
14,5,14
11,4,15
10,1,14
9,12,2
17,4,11
5,11,16
12,9,16
10,2,10
2,9,5
3,5,14
12,14,12
11,6,2
7,15,12
7,4,7
5,3,13
5,12,16
9,14,16
17,10,11
11,3,14
15,4,11
5,2,13
8,16,9
6,5,7
5,15,8
11,2,6
10,14,3
11,13,4
4,16,6
7,16,4
16,11,12
10,7,16
6,16,6
12,14,17
11,15,14
13,12,16
16,13,12
11,1,8
3,10,13
3,5,10
10,10,1
8,17,7
11,14,16
12,18,6
3,10,7
15,6,9
7,3,7
10,1,12
5,5,15
15,11,15
12,4,10
3,9,4
5,16,10
8,8,2
3,5,8
16,5,8
12,18,8
14,3,13
6,5,14
11,6,16
12,3,6
13,10,17
14,7,3
10,16,6
14,15,9
13,3,15
13,12,17
5,8,16
8,14,4
9,5,16
6,15,4
2,8,6
3,12,13
4,10,14
8,2,7
10,18,8
6,17,8
6,10,15
6,5,16
13,4,4
16,12,15
8,5,11
6,13,3
6,13,17
2,7,8
6,3,5
2,7,14
10,11,16
12,4,8
14,9,3
17,7,9
16,12,13
11,4,16
16,7,5
16,11,6
12,14,3
10,16,12
12,12,2
11,15,15
9,5,3
4,11,5
8,3,9
11,2,10
13,16,8
7,3,9
7,17,14
10,15,12
4,12,4
17,14,9
8,17,5
11,12,15
10,5,17
15,11,4
15,13,14
11,12,18
9,9,18
14,7,5
14,13,3
6,6,17
9,8,17
2,9,13
14,13,16
14,11,3
10,16,10
8,3,7
11,10,1
17,7,11
8,4,6
17,6,12
16,10,13
10,13,3
11,16,10
8,8,16
3,11,12
14,5,7
15,7,14
2,6,6
11,4,5
6,4,14
15,7,5
10,15,4
16,5,7
13,6,5
7,17,6
7,1,10
3,13,12
11,17,10
16,14,9
6,4,8
7,10,1
5,7,16
11,2,5
4,6,10
7,11,3
2,5,11
11,13,2
15,9,5
4,14,8
6,2,8
11,8,17
7,2,10
6,9,16
12,2,6
7,16,14
14,10,13
4,7,14
2,4,10
8,10,2
5,9,4
2,10,9
9,2,12
7,12,16
8,4,7
16,6,15
13,8,3
14,8,5
7,12,3
2,5,10
10,15,13
8,2,8
11,2,9
16,14,8
10,9,2
17,13,8
3,4,12
8,15,4
2,5,12
7,16,10
10,7,4
5,12,2
13,11,2
12,15,15
16,5,6
2,8,9
11,17,9
6,11,16
6,13,4
3,9,5
7,7,3
14,17,9
5,14,10
4,8,11
5,10,16
6,5,3
15,6,15
4,7,15
12,3,5
4,11,3
3,9,6
9,17,7
13,3,13
11,16,5
16,15,8
11,4,6
15,13,6
6,5,8
9,6,17
7,17,8
11,7,3
6,2,14
6,7,17
14,12,2
4,11,16
10,10,17
12,10,18
8,3,13
4,3,12
15,14,14
1,7,8
13,5,15
7,5,4
11,18,10
10,3,12
2,13,11
2,11,7
10,5,14
16,13,15
4,5,7
3,12,11
6,16,4
12,4,7
11,8,1
9,12,15
14,8,2
12,9,17
15,4,6
13,7,17
8,15,5
7,10,4
14,8,6
10,10,2
15,6,6
4,6,6
14,17,11
3,8,14
10,3,14
2,7,13
10,5,4
14,3,10
5,17,12
12,8,3
15,13,13
15,12,16
1,7,9
6,17,9
14,4,7
2,8,12
11,3,8
17,13,9
8,16,7
12,16,14
14,14,5
5,17,8
4,6,15
5,3,12
4,4,6
11,14,4
15,13,4
11,11,18
6,16,9
15,12,15
12,4,15
3,11,13
10,4,5
3,13,11
14,14,3
10,18,9
3,13,6
18,11,9
6,15,14
5,17,9
13,18,12
14,16,8
3,6,4
12,4,5
8,4,16
3,6,14
18,10,12
9,7,1
15,15,7
16,5,13
4,16,7
5,6,5
10,18,12
13,16,13
12,6,3
7,17,13
11,2,12
8,15,6
16,16,9
15,11,5
5,3,7
4,8,15
9,17,15
13,6,15
17,7,8
6,9,2
14,15,12
14,16,7
14,13,4
3,9,12
5,15,5
2,6,10
11,15,5
15,6,3
15,7,6
16,11,4
10,12,1
7,13,1
15,15,12
17,9,12
8,6,17
14,4,5
8,9,16
11,11,3
3,11,9
3,12,8
7,14,6
8,16,6
6,7,2
4,15,5
12,10,17
6,16,11
12,16,6
13,8,16
7,7,4
16,11,5
5,13,13
15,16,9
12,18,11
12,4,12
10,7,3
18,9,11
10,13,15
7,5,7
14,2,13
17,9,6
7,14,15
9,8,1
10,6,16
11,5,13
9,14,3
6,11,3
13,11,3
8,17,13
4,11,9
12,17,14
9,13,16
11,2,7
17,11,11
14,10,15
8,11,2
5,14,13
16,9,16
8,18,12
15,3,8
10,15,3
12,16,13
6,9,3
9,4,13
4,11,4
10,16,7
6,17,11
7,13,3
13,13,13
10,3,10
14,16,12
2,7,12
1,6,10
3,7,7
7,16,8
4,16,8
6,2,10
13,9,17
13,15,3
16,12,12
13,5,4
9,8,16
11,14,17
6,7,14
13,2,7
7,9,16
15,13,11
11,3,9
6,2,7
13,7,4
7,7,2
13,9,3
15,8,6
15,2,8
13,12,5
10,17,12
6,12,3
14,15,11
2,12,7
12,1,7
16,8,15
17,9,9
10,8,2
13,6,16
17,5,8
16,14,7
12,6,16
14,9,17
15,4,9
13,13,16
15,12,11
2,9,10
4,7,9
17,13,14
11,18,8
4,13,4
10,16,9
11,2,11
7,16,5
19,11,7
5,12,4
2,5,9
4,14,10
11,16,6
4,6,9
12,10,4
1,11,11
14,7,17
11,13,15
18,13,9
14,17,10
13,9,16
12,14,16
2,12,6
14,14,9
16,6,7
15,5,14
17,8,9
12,16,11
6,12,16
4,4,10
6,15,12
13,4,13
5,12,3
3,12,5
5,5,14
2,12,10
10,18,11
4,14,13
5,11,15
19,10,9
12,2,7
8,5,4
7,5,6
18,6,8
4,7,12
16,15,11
2,8,5
9,2,4
8,4,15
17,9,13
10,6,17
10,14,4
16,13,4
3,13,5
2,11,5
5,14,12
17,6,10
7,9,2
5,4,5
14,6,5
6,5,5
7,14,13
2,11,14
15,10,15
11,12,17
15,10,4
2,8,4
9,6,15
12,4,3
2,6,12
3,12,6
9,3,15
6,12,15
3,6,7
3,8,6
9,17,12
4,9,15
3,13,14
11,9,18
12,15,5
3,7,9
6,6,5
12,15,14
2,10,13
12,4,6
5,2,10
17,8,6
7,10,2
16,14,12
10,8,18
11,3,10
6,16,10
12,2,10
14,13,9
9,15,15
18,8,7
5,2,12
5,8,15
7,16,13
14,14,13
5,7,2
10,9,18
11,3,13
8,17,12
2,12,8
3,11,8
9,14,12
13,7,5
13,14,2
3,11,11
15,6,7
12,9,15
6,10,17
8,14,2
13,4,8
1,5,11
9,16,12
10,2,9
2,5,8
8,3,4
7,4,13
2,8,7
16,9,4
11,6,3
15,10,5
11,16,4
6,3,11
13,15,14
17,11,4
8,12,15
14,16,9
14,12,4
11,5,2
2,11,15
3,15,9
5,14,11
10,17,9
13,16,10
2,11,12
5,5,4
3,16,7
4,12,16
10,16,8
7,5,17
15,7,3
6,12,2
15,7,9
13,14,13
14,8,15
4,15,11
16,12,8
10,16,11
15,8,5
9,2,8
10,10,3
4,5,5
14,12,14
16,10,6
5,9,15
4,5,9
13,6,3
15,15,8
12,1,11
13,15,7
13,8,17
15,8,7
13,9,1
4,10,5
16,8,6
6,4,7
17,13,13
8,12,5
7,14,8
3,6,10
8,11,3
8,17,14
9,2,5
7,4,16
6,11,4
3,7,5
15,13,5
3,4,13
8,7,1
4,12,13
5,8,1
5,12,6
5,12,13
12,2,5
16,14,6
8,17,8
7,2,6
12,9,2
6,17,6
12,16,8
11,15,8
4,10,3
6,4,6
8,17,9
12,17,11
15,14,11
9,13,2
17,11,8
5,13,17
9,15,6
17,12,9
12,17,13
7,6,16
2,11,8
15,5,15
4,7,6
10,14,2
8,16,11
5,9,17
16,8,11
10,13,17
18,12,6
15,7,11
6,8,16
13,13,17
1,8,7
6,13,16
10,9,3
4,17,6
15,7,7
14,7,4
5,16,9
8,14,17
7,12,2
9,11,2
3,8,4
3,6,6
2,10,11
5,14,14
15,14,15
13,7,2
16,5,11
14,5,10
11,15,3
4,12,6
8,10,18
14,3,12
11,3,6
8,4,4
11,19,11
7,14,3
10,2,4
16,4,10
14,16,15
13,17,12
6,15,11
5,15,9
13,2,8
18,10,10
9,3,12
10,2,5
12,2,13
7,11,2
6,15,13
13,6,14
7,5,3
2,7,11
16,13,9
17,9,8
6,14,16
14,6,16
11,1,9
8,4,10
5,12,17
4,5,15
8,19,12
5,6,16
15,3,12
13,4,14
16,11,13
16,12,10
16,7,9
15,15,13
10,18,7
6,4,16
18,11,8
13,14,5
18,8,8
5,9,3
5,15,4
14,10,5
12,18,12
6,4,3
9,3,13
5,13,16
13,6,7
4,9,12
7,11,15
6,11,2
15,10,14
5,12,14
17,14,10
10,14,12
14,10,2
14,5,11
1,13,7
9,18,8
11,16,14
10,4,15
10,2,6
10,7,1
14,9,6
10,6,4
15,4,12
4,5,11
17,9,14
5,3,9
14,2,11
7,8,18
11,17,7
9,4,6
18,10,9
8,17,10
9,16,6
4,13,12
2,6,11
15,15,6
17,15,11
7,4,15
2,11,10
14,14,16
11,16,3
18,8,12
15,6,8
11,18,9
4,8,13
5,4,9
10,15,15
17,12,12
4,10,16
0,12,10
9,12,17
9,18,9
1,6,8
9,10,18
4,12,7
18,9,9
15,15,14
10,9,17
18,12,11
16,4,8
17,14,7
16,14,15
9,5,17
11,12,14
18,7,11
3,8,13
8,14,5
15,9,15
12,15,7
11,3,5
16,13,10
6,17,10
1,10,8
7,7,1
5,6,3
6,10,4
11,15,7
2,5,6
5,8,14
11,4,7
15,6,11
9,17,6
7,3,5
9,13,15
17,11,9
7,5,15
7,7,5
13,16,9
11,1,7
11,11,1
13,5,14
14,12,16
15,10,3
10,17,10
9,12,16
18,11,11
5,13,12
7,3,6
15,12,4
11,13,3
4,12,15
13,17,6
7,6,3
14,4,12
4,10,2
2,13,7
9,8,18
13,17,9
4,14,4
6,8,4
4,13,10
9,17,10
13,17,10
7,15,3
9,19,9
14,13,2
17,12,10
14,4,4
12,4,13
1,7,7
7,15,4
13,5,13
7,18,10
9,4,3
8,3,6
16,4,7
15,6,5
1,8,14
13,4,11
11,18,11
13,7,16
12,3,9
18,12,12
6,13,15
12,6,15
4,5,12
17,8,7
12,1,10
17,6,9
7,13,17
9,14,2
9,3,11
16,15,9
11,11,16
8,8,18
5,2,9
3,15,5
4,3,7
16,3,12
3,10,5
6,2,9
9,15,14
12,5,3
14,2,8
10,14,15
17,12,6
11,14,15
11,8,4
6,4,12
14,15,13
8,11,4
14,15,8
9,17,11
11,4,10
12,5,7
3,10,11
15,7,13
3,9,7
6,6,2
4,10,15
6,3,13
15,12,8
12,16,10
10,6,15
8,4,2
10,9,15
16,7,11
8,1,12
16,5,5
7,7,15
7,7,17
2,6,13
10,13,16
3,6,5
11,13,16
10,17,5
5,15,6
13,2,10
4,7,5
9,17,5
15,14,7
15,2,7
17,13,7
17,10,13
15,16,12
12,2,8
1,9,12
9,16,5
15,6,4
1,9,7
12,17,6
2,8,8
8,16,2
11,11,2
7,15,8
15,3,6
15,11,8
15,9,16
15,16,13
16,15,6
16,11,11
11,17,13
10,15,8
9,3,5
5,13,8
7,8,2
7,3,10
2,9,7
13,2,9
16,9,10
13,15,12
5,5,8
3,4,8
10,11,0
9,13,3
18,9,12
6,11,15
9,16,7
9,2,11
6,10,2
12,14,5
11,17,4
4,9,8
6,4,11
6,14,14
8,4,5
16,3,9
15,12,3
9,10,2
12,2,11
11,18,12
8,15,12
5,5,3
6,3,12
11,2,13
12,14,14
4,8,5
3,15,7
11,1,11
10,17,13
4,4,12
13,8,15
9,15,5
17,8,5
16,4,13
14,7,14
11,10,3
10,13,2
16,10,12
7,16,12
5,4,11
1,9,8
8,3,14
10,5,3
1,11,12
12,17,15
9,3,16
4,15,9
12,6,2
11,13,17
1,13,8
17,5,11
5,12,11
14,9,16
13,7,15
15,12,13
14,3,9
15,7,16
5,2,11
4,14,15
15,15,10
7,2,5
17,11,12
7,11,1
14,6,7
1,13,12
11,15,4
2,12,9
16,8,8
10,4,12
8,9,1
2,7,5
15,11,11
8,1,11
7,3,12
15,12,14
8,16,13
4,7,8
6,13,2
3,9,9
5,7,6
8,4,8
10,1,7
13,6,4
17,14,12
4,9,5
17,10,8
4,3,8
13,11,1
8,1,8
9,11,18
9,4,14
12,7,17
14,6,14
11,6,5
13,12,3
14,2,10
14,3,15
5,5,13
5,10,5
5,10,15
17,10,7
7,12,4
12,7,4
6,12,5
3,4,6
18,9,10
4,9,10
10,6,3
17,10,16
10,9,1
16,16,12
3,11,6
17,13,12
3,8,15
1,8,11
5,2,8
10,4,8
13,5,16
17,4,12
8,15,2
2,7,6
18,7,8
6,12,14
4,12,11
4,13,15
16,14,10
13,10,4
15,14,10
5,4,14
13,8,4
9,14,17
17,9,11
8,7,17
6,9,14
18,9,7
9,14,5
13,16,12
4,6,8
8,15,17
14,9,2
10,16,4
3,7,6
6,10,3
8,8,3
15,4,8
7,16,15
12,18,10
11,1,10
14,12,5
6,17,14
16,10,11
5,6,13
9,12,3
13,11,16
13,3,11
12,8,18
10,16,14
15,13,12
9,18,7
11,16,7
8,5,14
5,10,17
5,11,10
8,13,3
14,12,3
5,18,8
6,12,17
15,13,7
9,16,8
15,15,9
4,15,4
6,7,13
9,9,1
5,14,5
7,3,14
16,4,6
14,4,6
7,4,6
13,10,14
7,14,7
9,7,18
4,13,7
15,5,10
7,15,11
9,11,1
3,3,6
14,4,11
16,10,3
15,11,6
12,1,13
8,3,12
2,5,7
7,18,8
9,5,4
6,8,15
15,10,13
12,7,15
13,17,13
8,14,16
6,3,7
8,16,16
2,9,14
16,10,7
8,18,11
2,9,12
1,8,9
17,8,11
9,9,16
6,13,5
3,12,10
18,10,14
6,13,7
12,8,17
9,3,3
9,3,4
3,13,10
3,5,6
4,4,8
9,15,3
10,17,15
5,3,14
9,17,14
4,5,10
8,16,15
10,1,9
9,10,3
10,16,15
6,11,17
16,13,5
8,3,10
10,5,16
4,13,13
4,4,13
8,18,9
10,17,11
10,6,18
9,15,13
7,5,5
16,4,9
14,5,15
3,11,7
4,10,9
12,2,9
7,4,11
10,12,3
18,10,8
13,4,5
15,6,16
13,13,15
5,4,4
16,9,14
11,14,13
2,10,5
15,11,13
7,9,18
4,8,2
16,5,9
12,12,17
4,6,13
6,14,11
11,16,12
17,12,7
10,6,14
7,18,7
10,10,16
7,15,9
17,12,11
13,3,14
14,6,13
7,10,3
12,14,2
3,4,9
2,10,4
2,13,8
15,4,5
3,10,10
6,2,11
4,17,9
2,14,7
13,13,4
5,10,2
12,3,7
3,15,12
10,10,18
14,13,5
2,8,10
2,8,14
14,12,13
1,6,9
3,8,7
15,14,12
13,7,3
6,6,6
15,4,13
6,5,15
8,16,5
12,13,15
7,17,5
1,12,7
12,8,2
9,9,3
9,13,1
4,3,13
9,7,4
7,1,11
4,16,13
10,4,14
6,2,12
12,9,18
5,5,6
19,11,9
15,11,14
15,6,10
2,15,11
17,12,13
13,16,7
15,12,5
12,11,1
2,12,12
9,15,16
9,5,2
14,5,8
17,5,12
12,12,1
14,12,7
14,13,12
4,17,8
9,9,19
13,4,12
3,10,16
4,6,3
14,15,5
6,15,15
6,14,3
1,8,8
2,12,13
3,15,10
14,17,12
13,17,7
7,1,8
6,15,3
5,15,7
8,9,17
13,13,5
17,13,10
10,8,19
15,8,14
9,1,5
6,15,5
13,16,14
4,9,2
9,5,15
10,4,3
6,17,7
8,15,9
6,2,13
6,1,9
12,6,18
18,11,10
1,7,11
15,9,14
13,8,14
8,14,14
4,16,10
10,3,8
7,6,14
4,13,9
15,5,16
16,3,8
11,12,2
13,3,9
17,7,6
3,8,12
14,4,14
10,16,16
16,15,12
7,3,16
6,10,18
16,13,13
16,8,12
5,16,13
8,14,6
17,7,7
11,6,15
5,9,2
6,14,8
6,14,2
3,15,6
18,8,9
17,14,13
13,2,11
11,12,5
7,12,17
8,18,8
9,1,9
10,1,6
12,6,17
6,4,9
12,15,8
1,12,8
14,6,8
2,10,10
11,16,13
11,6,17
10,4,13
6,9,1
5,17,7
15,11,3
